,Ostschweiz,Schweiz
2023/02,8.778390111656563,15.299599223737014
2023/03,7.182319182264459,10.596431474330947
2023/04,8.66438504527141,9.692416262158003
2023/05,6.95430904949416,10.43622624685726
2023/06,7.41032931503476,11.122820078887344
2023/07,13.110582634292268,13.937854790210682
2023/08,16.30272449307647,15.562793526015213
2023/09,16.644739692231923,17.027527034346054
2023/10,18.810835953549777,20.574928499834815
2023/11,17.556780223313126,20.34606388915812
2023/12,11.856526904055617,18.08030424345885
2023/13,10.032445841893214,16.398149354985147
2023/14,7.638339447805061,13.468682338323461
2023/15,7.752344514190211,
