datum,Ostschweiz,Schweiz
2021-12-06,29.83370859674915,17.537793144099734
2021-12-07,29.599140329789368,17.679917976208376
2021-12-08,29.945618654498528,17.847629533864556
2021-12-09,29.730132888156607,17.80384665780927
2021-12-10,29.67948674802454,17.697614288437748
2021-12-11,29.204843232971818,17.65765836567505
2021-12-12,28.489471086100643,17.44319108349992
2021-12-13,27.13400028342266,17.294106022919173
2021-12-14,26.507688842422095,17.008416277590943
2021-12-15,25.586754028705943,16.849300567784162
2021-12-16,25.49380425203243,16.62786879776775
2021-12-17,24.71768884608543,16.57902075477156
2021-12-18,24.397749215151332,16.723858677412345
2021-12-19,24.53890413378752,16.975104879885297
2021-12-20,25.022707541530025,17.26194896312065
2021-12-21,25.47577193792913,17.97343176859322
2021-12-22,25.801228367295664,18.895991875237
2021-12-23,27.202782376741602,20.044631902838766
2021-12-24,27.90327809266896,21.570373122170906
2021-12-25,29.1557948533949,23.33380778744049
2021-12-26,30.131916256835975,25.167727497390437
2021-12-27,31.311901501142806,27.009744915258004
2021-12-28,32.67187986932711,28.52456768382652
2021-12-29,33.663044005897156,30.121325712675393
2021-12-30,33.073195018140794,31.42961372430073
2021-12-31,33.73184342128767,32.556339892713424
2022-01-01,34.26891250037071,33.7290435774215
2022-01-02,34.79959929779817,34.70112407994946
2022-01-03,35.35102803254569,35.410956321783495
2022-01-04,34.85580095144961,35.8234643072888
2022-01-05,34.714980059986225,35.88276852132804
2022-01-06,35.50598735994737,35.9555778549742
2022-01-07,35.38294840085068,35.850515983814596
2022-01-08,35.300763947105864,35.44821966189656
2022-01-09,35.594079275178,35.38789006707139
2022-01-10,36.00903009090563,35.46101480690098
2022-01-11,36.49035580354808,35.5461800156975
2022-01-12,37.015584476293085,36.05468602068159
2022-01-13,37.60604570376438,36.92275186587647
2022-01-14,38.72170410790287,37.82532173889207
2022-01-15,39.83295167230985,38.57414046031632
2022-01-16,40.88209775064355,39.105155728412285
2022-01-17,42.041440196737845,39.66077152001698
2022-01-18,42.94140797427932,40.43432010287933
2022-01-19,43.901816109795035,41.02875051730895
2022-01-20,45.009739124624424,41.37054663178196
2022-01-21,45.802510310907095,41.34422734992889
2022-01-22,46.35247095103101,41.36296521017988
2022-01-23,46.75530640664726,41.205590825467524
2022-01-24,46.720166798983655,41.13921975369657
2022-01-25,46.89063134512602,41.00124999400411
2022-01-26,48.28527782239488,41.009604439604736
2022-01-27,47.20706430651855,40.66748522627953
2022-01-28,47.50536662009095,40.51498356409338
2022-01-29,47.85187881567533,40.40215966850466
2022-01-30,48.50189080835179,40.441562117301615
2022-01-31,49.01258075557682,40.3485494330871
2022-02-01,49.711399714340864,40.505082860326375
2022-02-02,49.882135804490055,40.515026721740846
2022-02-03,51.08227424629386,40.70364537860136
2022-02-04,51.518915593527424,40.62045081914037
2022-02-05,51.666349823679234,40.33042441138523
2022-02-06,51.481450480384865,40.063064565235834
2022-02-07,51.508442271963624,39.61783951991638
2022-02-08,50.841852214062946,39.11183602063362
2022-02-09,48.342888253039796,38.4670735567748
2022-02-10,47.47883487845324,37.997023668773295
2022-02-11,47.501814848718546,37.451536898796356
2022-02-12,46.761566963991335,37.00429398370344
2022-02-13,46.69583177962517,36.57176569188318
2022-02-14,45.95907098217031,36.450799426583394
2022-02-15,45.55603821530597,36.4033164991229
2022-02-16,47.68656145352305,37.10340047164236
2022-02-17,48.424129547066684,37.3079665624967
2022-02-18,48.50193328399458,37.422951776385254
2022-02-19,49.137676479236866,37.94727541239576
2022-02-20,50.268648878265886,38.621810923290184
2022-02-21,51.60973756903339,39.22218032041702
2022-02-22,52.92546839539309,39.74103045807517
2022-02-23,53.377522211567964,40.061586353760525
2022-02-24,54.22048689592748,41.004364867272045
2022-02-25,55.39609967892956,42.341077747156156
2022-02-26,56.48316910723491,43.3500284800417
2022-02-27,56.98205425181811,44.73608090843361
2022-02-28,58.00562602021893,46.28458551315843
2022-03-01,59.070103753033344,47.73344172309147
2022-03-02,59.26248710796762,48.83460578423033
2022-03-03,60.10317915401681,49.8126430987764
2022-03-04,59.76033218788915,50.758950888961124
2022-03-05,59.55581596406115,51.606430421118986
2022-03-06,59.799636047611735,52.07408048689036
2022-03-07,59.851451436165476,52.3254739974764
2022-03-08,59.94882093552168,52.525279707024616
2022-03-09,60.11456645857921,52.686187969466864
2022-03-10,59.22035650186926,52.21295530502011
2022-03-11,59.26728752899964,51.762444423062625
2022-03-12,59.74508938373318,51.41450172477105
2022-03-13,59.188042743737235,50.93488938588394
2022-03-14,58.85764994346872,50.59197098700453
2022-03-15,58.630045375782,50.50726626528475
2022-03-16,58.11644835550857,50.0691042261793
2022-03-17,57.52202638403742,49.779890032811394
2022-03-18,57.1330675735918,49.2324096849291
2022-03-19,56.30528194754199,48.58634948006934
2022-03-20,55.34736597275313,47.68282723671272
2022-03-21,54.42359678222846,46.64709079284535
2022-03-22,53.1213470608615,45.42227085141037
2022-03-23,52.74565828984036,44.806111674533454
2022-03-24,52.0936842212023,43.88327422735703
2022-03-25,51.182450524354614,42.811574516523585
2022-03-26,50.09322875588506,41.771249397505585
2022-03-27,49.27966360603523,40.84380154103446
2022-03-28,47.545980638226936,39.682495477394816
2022-03-29,46.11382404768788,38.42453663969337
2022-03-30,43.98732585857515,36.901739867680995
2022-03-31,41.0654212827816,35.270293625095704
2022-04-01,39.70492326353995,34.60227517826702
2022-04-02,39.04707334671372,34.045427589221354
2022-04-03,37.702633751479446,33.69846253380556
2022-04-04,37.232791935356694,33.27843365541618
2022-04-05,36.74541797653526,32.93220479046207
2022-04-06,35.690441524998455,32.277097272324035
2022-04-07,35.13155806218129,31.746443516494953
2022-04-08,34.37740462056852,31.30468583455958
2022-04-09,33.24906326955632,30.690662469675594
2022-04-10,33.27952376111192,29.8802098593117
2022-04-11,33.18988627179546,29.22719286085313
2022-04-12,32.436695049874736,28.78702472751272
2022-04-13,33.389118568669936,28.911793958323432
2022-04-14,33.87714557804411,28.602991809717157
2022-04-15,33.76098960556866,27.923199209512692
2022-04-16,34.45405113838603,28.06313602302282
2022-04-17,35.074016498235785,28.2897547090701
2022-04-18,34.97846110014183,28.380494446397055
2022-04-19,35.55602841454613,28.07382495764231
2022-04-20,34.770920486581055,27.30925764394278
2022-04-21,34.88031610398962,26.91738873692196
2022-04-22,34.44403707931561,26.642485670403442
2022-04-23,33.737253085085904,25.768480028286458
2022-04-24,32.7828585970327,25.0088944671582
2022-04-25,32.38977548852233,24.43448024054925
2022-04-26,31.9483057329894,24.04702478853321
2022-04-27,32.22868815622896,23.684543158837187
2022-04-28,30.340961120558138,22.956884111114444
2022-04-29,30.536310440016717,22.65858743494776
2022-04-30,30.057030062591398,22.243513811233804
