Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
TI ^08.08.2021^,53.79,3.63,351491.0
BS ^08.08.2021^,53.26,5.04,195844.0
ZH ^08.08.2021^,53.24,5.2,1539275.0
BL ^08.08.2021^,53.18,4.57,289468.0
ZG ^08.08.2021^,51.49,5.01,127642.0
SH ^08.08.2021^,51.32,5.02,82348.0
BE ^08.08.2021^,50.89,5.16,1039474.0
SO ^08.08.2021^,50.2,4.02,275247.0
AG ^08.08.2021^,49.18,3.56,685845.0
CH ^08.08.2021^,49.16,5.75,8606033.0
GE ^08.08.2021^,48.71,6.55,504128.0
NE ^08.08.2021^,48.01,8.86,176496.0
GR ^08.08.2021^,47.63,6.06,199021.0
VD ^08.08.2021^,46.88,10.39,805098.0
LU ^08.08.2021^,46.78,4.53,413120.0
FR ^08.08.2021^,46.26,7.98,321783.0
VS ^08.08.2021^,45.88,8.21,345525.0
JU ^08.08.2021^,45.43,5.67,73584.0
TG ^08.08.2021^,44.82,4.15,279547.0
UR ^08.08.2021^,44.69,4.1,36703.0
NW ^08.08.2021^,44.11,5.18,43087.0
SZ ^08.08.2021^,44.06,3.79,160480.0
SG ^08.08.2021^,43.35,5.76,510734.0
AR ^08.08.2021^,42.96,4.6,55445.0
GL ^08.08.2021^,41.15,5.64,40590.0
OW ^08.08.2021^,40.78,4.25,37930.0
AI ^08.08.2021^,39.56,3.63,16128.0
all ^08.08.2021^,,,
neighboring_chfl ^08.08.2021^,,,
unknown ^08.08.2021^,,,
