Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^27.12.2021^,70.57,1.66,196735.0
TI ^27.12.2021^,70.38,1.77,350986.0
NE ^27.12.2021^,69.55,3.07,175894.0
ZH ^27.12.2021^,69.21,1.34,1553423.0
BL ^27.12.2021^,68.98,1.84,290969.0
VD ^27.12.2021^,68.77,1.11,814762.0
BE ^27.12.2021^,68.15,1.42,1043132.0
GR ^27.12.2021^,67.87,2.29,200096.0
FR ^27.12.2021^,67.82,1.36,325496.0
GE ^27.12.2021^,67.76,2.0,506343.0
SO ^27.12.2021^,67.61,1.58,277462.0
ZG ^27.12.2021^,67.54,1.12,128794.0
CH ^27.12.2021^,67.09,1.7,8670300.0
SH ^27.12.2021^,67.09,1.63,83107.0
AG ^27.12.2021^,66.42,1.51,694072.0
NW ^27.12.2021^,66.01,1.69,43520.0
OW ^27.12.2021^,65.74,4.26,38108.0
LU ^27.12.2021^,65.7,2.01,416347.0
VS ^27.12.2021^,64.12,4.48,348503.0
UR ^27.12.2021^,63.86,1.2,36819.0
JU ^27.12.2021^,62.7,3.48,73709.0
GL ^27.12.2021^,61.5,1.66,40851.0
SG ^27.12.2021^,61.46,1.25,514504.0
TG ^27.12.2021^,60.58,2.06,282909.0
AR ^27.12.2021^,59.85,1.55,55309.0
SZ ^27.12.2021^,58.62,1.49,162157.0
AI ^27.12.2021^,55.59,0.91,16293.0
all ^27.12.2021^,,,
neighboring_chfl ^27.12.2021^,,,
unknown ^27.12.2021^,,,
