date,verabreichte Dosen
2021-01-31,111180.0
2021-02-07,99665.0
2021-02-14,133299.0
2021-02-21,130099.0
2021-02-28,137516.0
2021-03-07,151045.0
2021-03-14,151273.0
2021-03-21,150386.0
2021-03-28,181134.0
2021-04-04,173568.0
2021-04-11,209496.0
2021-04-18,293424.0
2021-04-25,364503.0
2021-05-02,386157.0
2021-05-09,449849.0
2021-05-16,467257.0
2021-05-23,567174.0
2021-05-30,553392.0
2021-06-06,631517.0
2021-06-13,640364.0
2021-06-20,600252.0
2021-06-27,515930.0
2021-07-04,446132.0
2021-07-11,410498.0
2021-07-18,362460.0
2021-07-25,292335.0
2021-08-01,185542.0
2021-08-08,134711.0
2021-08-15,92474.0
