date,verabreichte Dosen
2021-01-31,111356.0
2021-02-07,99896.0
2021-02-14,133572.0
2021-02-21,130293.0
2021-02-28,137729.0
2021-03-07,151273.0
2021-03-14,151454.0
2021-03-21,150728.0
2021-03-28,181398.0
2021-04-04,174101.0
2021-04-11,209731.0
2021-04-18,293922.0
2021-04-25,365050.0
2021-05-02,386892.0
2021-05-09,450300.0
2021-05-16,467073.0
2021-05-23,568006.0
2021-05-30,554309.0
2021-06-06,632900.0
2021-06-13,641216.0
2021-06-20,600830.0
2021-06-27,517531.0
2021-07-04,447257.0
2021-07-11,412004.0
2021-07-18,363774.0
2021-07-25,293969.0
2021-08-01,187019.0
2021-08-08,136522.0
2021-08-15,133328.0
2021-08-22,142936.0
2021-08-29,159211.0
2021-09-05,155308.0
2021-09-12,191380.0
2021-09-19,218693.0
2021-09-26,192986.0
2021-10-03,162946.0
2021-10-10,161369.0
