Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^04.07.2021^,44.6,12.17,195844
GE ^04.07.2021^,41.92,13.74,504128
TI ^04.07.2021^,41.49,13.91,351491
BL ^04.07.2021^,40.17,13.22,289468
BE ^04.07.2021^,39.92,12.57,1039474
UR ^04.07.2021^,39.33,7.13,36703
SH ^04.07.2021^,39.22,14.8,82348
ZG ^04.07.2021^,38.97,13.94,127642
ZH ^04.07.2021^,38.33,17.38,1539275
LU ^04.07.2021^,38.08,10.67,413120
CH ^04.07.2021^,37.86,13.86,8606033
NW ^04.07.2021^,37.46,10.62,43087
SO ^04.07.2021^,37.41,14.36,275247
TG ^04.07.2021^,37.05,8.85,279547
AG ^04.07.2021^,36.99,12.16,685845
VD ^04.07.2021^,36.79,16.67,805098
JU ^04.07.2021^,36.57,9.93,73584
AI ^04.07.2021^,36.52,5.43,16128
OW ^04.07.2021^,36.26,7.46,37930
AR ^04.07.2021^,36.21,9.8,55445
GR ^04.07.2021^,36.16,13.58,199021
SZ ^04.07.2021^,35.4,8.79,160480
VS ^04.07.2021^,35.15,12.67,345525
SG ^04.07.2021^,35.04,11.8,510734
GL ^04.07.2021^,34.5,10.58,40590
NE ^04.07.2021^,34.49,17.42,176496
FR ^04.07.2021^,29.57,16.85,321783
