Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^03.10.2021^,63.24,4.63,195844.0
ZH ^03.10.2021^,62.23,4.49,1539275.0
TI ^03.10.2021^,62.17,5.11,351491.0
BL ^03.10.2021^,61.71,4.88,289468.0
ZG ^03.10.2021^,61.57,3.74,127642.0
VD ^03.10.2021^,61.42,4.87,805098.0
FR ^03.10.2021^,60.15,5.09,321783.0
SH ^03.10.2021^,60.05,4.96,82348.0
BE ^03.10.2021^,59.83,4.8,1039474.0
GR ^03.10.2021^,59.02,6.9,199021.0
GE ^03.10.2021^,58.93,6.25,504128.0
CH ^03.10.2021^,58.86,5.65,8606033.0
SO ^03.10.2021^,58.72,6.3,275247.0
AG ^03.10.2021^,58.71,4.85,685845.0
NW ^03.10.2021^,57.5,5.82,43087.0
LU ^03.10.2021^,57.11,6.16,413120.0
VS ^03.10.2021^,56.34,7.64,345525.0
NE ^03.10.2021^,55.65,11.97,176496.0
UR ^03.10.2021^,55.24,5.69,36703.0
JU ^03.10.2021^,53.63,8.43,73584.0
GL ^03.10.2021^,53.07,5.58,40590.0
TG ^03.10.2021^,52.5,6.08,279547.0
SZ ^03.10.2021^,51.43,4.99,160480.0
AR ^03.10.2021^,51.27,5.54,55445.0
OW ^03.10.2021^,49.36,8.56,37930.0
SG ^03.10.2021^,49.13,9.28,510734.0
AI ^03.10.2021^,48.51,4.58,16128.0
all ^03.10.2021^,,,
neighboring_chfl ^03.10.2021^,,,
unknown ^03.10.2021^,,,
