date,verabreichte Dosen
2021-01-31,111221.0
2021-02-07,99734.0
2021-02-14,133440.0
2021-02-21,130148.0
2021-02-28,137624.0
2021-03-07,151154.0
2021-03-14,151332.0
2021-03-21,150554.0
2021-03-28,181155.0
2021-04-04,173765.0
2021-04-11,209552.0
2021-04-18,293583.0
2021-04-25,364572.0
2021-05-02,386343.0
2021-05-09,450045.0
2021-05-16,466945.0
2021-05-23,567419.0
2021-05-30,553979.0
2021-06-06,632601.0
2021-06-13,640814.0
2021-06-20,600641.0
2021-06-27,516275.0
2021-07-04,446915.0
2021-07-11,411716.0
2021-07-18,363516.0
2021-07-25,293629.0
2021-08-01,186876.0
2021-08-08,136206.0
2021-08-15,132801.0
2021-08-22,141985.0
2021-08-29,157902.0
2021-09-05,152577.0
2021-09-12,112099.0
