date,verabreichte Dosen
2021-01-31,111953.0
2021-02-07,100012.0
2021-02-14,134010.0
2021-02-21,130956.0
2021-02-28,138678.0
2021-03-07,151921.0
2021-03-14,152177.0
2021-03-21,151526.0
2021-03-28,182679.0
2021-04-04,175292.0
2021-04-11,210750.0
2021-04-18,295482.0
2021-04-25,367822.0
2021-05-02,388480.0
2021-05-09,451910.0
2021-05-16,469160.0
2021-05-23,571204.0
2021-05-30,556739.0
2021-06-06,635864.0
2021-06-13,644371.0
2021-06-20,603926.0
2021-06-27,519635.0
2021-07-04,449715.0
2021-07-11,415929.0
2021-07-18,369918.0
2021-07-25,294890.0
2021-08-01,187298.0
2021-08-08,136634.0
2021-08-15,138488.0
2021-08-22,145441.0
2021-08-29,160590.0
2021-09-05,155715.0
2021-09-12,192508.0
2021-09-19,221586.0
2021-09-26,195266.0
2021-10-03,164809.0
2021-10-10,163840.0
2021-10-17,169179.0
2021-10-24,141827.0
2021-10-31,100186.0
2021-11-07,76041.0
2021-11-14,124240.0
2021-11-21,230746.0
