Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^25.07.2022^,73.52,1.02,196735.0
TI ^25.07.2022^,72.41,1.11,350986.0
BL ^25.07.2022^,71.72,1.14,290969.0
NE ^25.07.2022^,71.43,2.63,175894.0
ZH ^25.07.2022^,71.25,0.65,1553423.0
BE ^25.07.2022^,70.61,0.75,1043132.0
VD ^25.07.2022^,70.44,0.76,814762.0
SO ^25.07.2022^,70.08,0.9,277462.0
GR ^25.07.2022^,69.88,1.51,200096.0
ZG ^25.07.2022^,69.63,0.73,128794.0
GE ^25.07.2022^,69.62,1.6,506343.0
FR ^25.07.2022^,69.48,0.83,325496.0
CH ^25.07.2022^,69.27,0.98,8670300.0
SH ^25.07.2022^,69.18,0.98,83107.0
AG ^25.07.2022^,68.95,0.72,694072.0
VS ^25.07.2022^,68.31,1.73,348503.0
LU ^25.07.2022^,67.86,1.41,416347.0
NW ^25.07.2022^,67.55,1.03,43520.0
UR ^25.07.2022^,65.38,0.68,36819.0
JU ^25.07.2022^,64.42,2.76,73709.0
SG ^25.07.2022^,63.59,0.37,514504.0
GL ^25.07.2022^,63.57,0.67,40851.0
TG ^25.07.2022^,62.66,1.47,282909.0
AR ^25.07.2022^,61.85,0.77,55309.0
OW ^25.07.2022^,61.57,2.15,38108.0
SZ ^25.07.2022^,60.51,0.87,162157.0
AI ^25.07.2022^,57.24,0.3,16293.0
all ^25.07.2022^,,,
neighboring_chfl ^25.07.2022^,,,
unknown ^25.07.2022^,,,
