Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^29.12.2021^,70.65,1.69,196735.0
TI ^29.12.2021^,70.52,1.77,350986.0
NE ^29.12.2021^,69.89,3.03,175894.0
ZH ^29.12.2021^,69.3,1.32,1553423.0
BL ^29.12.2021^,69.02,1.86,290969.0
VD ^29.12.2021^,68.85,1.09,814762.0
BE ^29.12.2021^,68.23,1.43,1043132.0
GR ^29.12.2021^,68.02,2.22,200096.0
FR ^29.12.2021^,67.96,1.32,325496.0
GE ^29.12.2021^,67.8,2.01,506343.0
SO ^29.12.2021^,67.69,1.58,277462.0
ZG ^29.12.2021^,67.61,1.1,128794.0
SH ^29.12.2021^,67.28,1.63,83107.0
CH ^29.12.2021^,67.18,1.69,8670300.0
AG ^29.12.2021^,66.54,1.46,694072.0
NW ^29.12.2021^,66.14,1.65,43520.0
LU ^29.12.2021^,65.76,1.99,416347.0
OW ^29.12.2021^,65.76,4.25,38108.0
VS ^29.12.2021^,64.15,4.47,348503.0
UR ^29.12.2021^,63.91,1.22,36819.0
JU ^29.12.2021^,62.72,3.52,73709.0
SG ^29.12.2021^,61.54,1.23,514504.0
GL ^29.12.2021^,61.53,1.69,40851.0
TG ^29.12.2021^,60.67,2.05,282909.0
AR ^29.12.2021^,59.89,1.61,55309.0
SZ ^29.12.2021^,58.7,1.48,162157.0
AI ^29.12.2021^,55.63,0.91,16293.0
all ^29.12.2021^,,,
neighboring_chfl ^29.12.2021^,,,
unknown ^29.12.2021^,,,
