date,verabreichte Dosen
2021-01-31,111910.0
2021-02-07,99955.0
2021-02-14,133978.0
2021-02-21,131019.0
2021-02-28,138636.0
2021-03-07,151857.0
2021-03-14,152133.0
2021-03-21,151399.0
2021-03-28,182607.0
2021-04-04,175212.0
2021-04-11,210711.0
2021-04-18,295383.0
2021-04-25,367616.0
2021-05-02,388424.0
2021-05-09,451863.0
2021-05-16,469161.0
2021-05-23,571050.0
2021-05-30,556743.0
2021-06-06,635861.0
2021-06-13,644404.0
2021-06-20,603929.0
2021-06-27,519649.0
2021-07-04,449717.0
2021-07-11,415941.0
2021-07-18,369903.0
2021-07-25,294871.0
2021-08-01,187215.0
2021-08-08,136623.0
2021-08-15,138404.0
2021-08-22,145394.0
2021-08-29,160539.0
2021-09-05,155642.0
2021-09-12,192414.0
2021-09-19,221508.0
2021-09-26,195130.0
2021-10-03,164640.0
2021-10-10,163578.0
2021-10-17,168910.0
2021-10-24,141447.0
2021-10-31,99843.0
2021-11-07,75508.0
