Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^12.12.2021^,69.88,1.74,196735.0
TI ^12.12.2021^,69.74,1.81,350986.0
NE ^12.12.2021^,69.28,3.09,175894.0
ZH ^12.12.2021^,68.66,1.37,1553423.0
BL ^12.12.2021^,68.31,1.78,290969.0
VD ^12.12.2021^,68.18,1.14,814762.0
BE ^12.12.2021^,67.5,1.36,1043132.0
FR ^12.12.2021^,67.29,1.45,325496.0
GR ^12.12.2021^,67.21,2.19,200096.0
GE ^12.12.2021^,67.11,2.19,506343.0
ZG ^12.12.2021^,66.97,1.21,128794.0
SO ^12.12.2021^,66.89,1.64,277462.0
SH ^12.12.2021^,66.52,1.54,83107.0
CH ^12.12.2021^,66.43,1.73,8670300.0
AG ^12.12.2021^,65.63,1.64,694072.0
LU ^12.12.2021^,65.09,2.04,416347.0
NW ^12.12.2021^,65.04,1.57,43520.0
VS ^12.12.2021^,63.54,4.52,348503.0
UR ^12.12.2021^,63.32,1.09,36819.0
JU ^12.12.2021^,62.07,3.49,73709.0
GL ^12.12.2021^,60.94,1.39,40851.0
SG ^12.12.2021^,60.72,1.38,514504.0
TG ^12.12.2021^,60.0,2.02,282909.0
AR ^12.12.2021^,59.39,1.41,55309.0
SZ ^12.12.2021^,58.04,1.43,162157.0
OW ^12.12.2021^,57.81,3.46,38108.0
AI ^12.12.2021^,54.83,0.88,16293.0
all ^12.12.2021^,,,
neighboring_chfl ^12.12.2021^,,,
unknown ^12.12.2021^,,,
