Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^13.10.2021^,64.86,3.84,195844.0
TI ^13.10.2021^,64.31,3.65,351491.0
ZH ^13.10.2021^,64.29,3.11,1539275.0
ZG ^13.10.2021^,63.7,2.3,127642.0
VD ^13.10.2021^,63.4,3.94,805098.0
BL ^13.10.2021^,63.31,4.1,289468.0
SH ^13.10.2021^,62.32,3.38,82348.0
FR ^13.10.2021^,62.28,3.85,321783.0
BE ^13.10.2021^,61.75,4.04,1039474.0
GR ^13.10.2021^,61.73,5.19,199021.0
SO ^13.10.2021^,61.69,4.08,275247.0
CH ^13.10.2021^,61.26,4.17,8606033.0
GE ^13.10.2021^,61.18,5.1,504128.0
AG ^13.10.2021^,61.02,3.4,685845.0
NW ^13.10.2021^,60.18,4.05,43087.0
LU ^13.10.2021^,59.45,4.73,413120.0
VS ^13.10.2021^,58.7,7.1,345525.0
UR ^13.10.2021^,58.23,3.82,36703.0
NE ^13.10.2021^,57.66,11.22,176496.0
JU ^13.10.2021^,56.0,6.86,73584.0
SG ^13.10.2021^,55.37,3.78,510734.0
TG ^13.10.2021^,55.14,4.25,279547.0
GL ^13.10.2021^,54.32,5.33,40590.0
AR ^13.10.2021^,54.18,3.49,55445.0
SZ ^13.10.2021^,53.71,3.49,160480.0
AI ^13.10.2021^,51.19,2.7,16128.0
OW ^13.10.2021^,50.27,7.84,37930.0
all ^13.10.2021^,,,
neighboring_chfl ^13.10.2021^,,,
unknown ^13.10.2021^,,,
