Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^30.09.2021^,62.69,4.94,195844.0
ZH ^30.09.2021^,61.86,4.66,1539275.0
TI ^30.09.2021^,61.55,5.34,351491.0
BL ^30.09.2021^,61.49,4.88,289468.0
VD ^30.09.2021^,61.06,4.94,805098.0
ZG ^30.09.2021^,60.93,4.19,127642.0
BE ^30.09.2021^,59.68,4.72,1039474.0
SH ^30.09.2021^,59.62,5.24,82348.0
FR ^30.09.2021^,59.38,5.59,321783.0
GE ^30.09.2021^,58.57,6.26,504128.0
CH ^30.09.2021^,58.46,5.8,8606033.0
AG ^30.09.2021^,58.25,5.09,685845.0
SO ^30.09.2021^,58.2,6.48,275247.0
GR ^30.09.2021^,58.05,7.58,199021.0
NW ^30.09.2021^,57.06,6.06,43087.0
LU ^30.09.2021^,56.66,6.36,413120.0
VS ^30.09.2021^,56.01,7.72,345525.0
NE ^30.09.2021^,55.25,11.93,176496.0
UR ^30.09.2021^,54.53,6.14,36703.0
JU ^30.09.2021^,53.38,8.43,73584.0
GL ^30.09.2021^,52.63,5.78,40590.0
TG ^30.09.2021^,52.22,6.16,279547.0
SZ ^30.09.2021^,51.09,5.18,160480.0
AR ^30.09.2021^,50.75,5.81,55445.0
SG ^30.09.2021^,48.68,9.5,510734.0
AI ^30.09.2021^,48.43,4.5,16128.0
OW ^30.09.2021^,48.22,8.36,37930.0
all ^30.09.2021^,,,
neighboring_chfl ^30.09.2021^,,,
unknown ^30.09.2021^,,,
