Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^10.03.2022^,73.2,1.14,196735.0
TI ^10.03.2022^,72.25,1.15,350986.0
BL ^10.03.2022^,71.51,1.2,290969.0
NE ^10.03.2022^,71.24,2.68,175894.0
ZH ^10.03.2022^,71.06,0.62,1553423.0
BE ^10.03.2022^,70.44,0.74,1043132.0
VD ^10.03.2022^,70.21,0.8,814762.0
SO ^10.03.2022^,69.92,0.94,277462.0
GR ^10.03.2022^,69.71,1.55,200096.0
GE ^10.03.2022^,69.36,1.64,506343.0
ZG ^10.03.2022^,69.36,0.77,128794.0
FR ^10.03.2022^,69.3,0.84,325496.0
CH ^10.03.2022^,69.1,1.01,8670300.0
SH ^10.03.2022^,69.01,1.02,83107.0
AG ^10.03.2022^,68.76,0.76,694072.0
VS ^10.03.2022^,68.09,1.82,348503.0
LU ^10.03.2022^,67.7,1.46,416347.0
NW ^10.03.2022^,67.56,1.13,43520.0
OW ^10.03.2022^,66.28,4.58,38108.0
UR ^10.03.2022^,65.18,0.71,36819.0
JU ^10.03.2022^,64.27,2.79,73709.0
GL ^10.03.2022^,63.43,0.71,40851.0
SG ^10.03.2022^,63.39,0.43,514504.0
TG ^10.03.2022^,62.48,1.52,282909.0
AR ^10.03.2022^,61.73,0.79,55309.0
SZ ^10.03.2022^,60.33,0.9,162157.0
AI ^10.03.2022^,57.13,0.31,16293.0
all ^10.03.2022^,,,
neighboring_chfl ^10.03.2022^,,,
unknown ^10.03.2022^,,,
