date,verabreichte Dosen
2021-01-31,110919.0
2021-02-07,99428.0
2021-02-14,132977.0
2021-02-21,129670.0
2021-02-28,137196.0
2021-03-07,150609.0
2021-03-14,150969.0
2021-03-21,150061.0
2021-03-28,180815.0
2021-04-04,172987.0
2021-04-11,209152.0
2021-04-18,292997.0
2021-04-25,363927.0
2021-05-02,385588.0
2021-05-09,448795.0
2021-05-16,466683.0
2021-05-23,566360.0
2021-05-30,552583.0
2021-06-06,630826.0
2021-06-13,639411.0
2021-06-20,599629.0
2021-06-27,514694.0
2021-07-04,444616.0
2021-07-11,409744.0
2021-07-18,361541.0
2021-07-25,211456.0
