date,verabreichte Dosen
2021-01-31,111374.0
2021-02-07,99907.0
2021-02-14,133595.0
2021-02-21,130323.0
2021-02-28,137781.0
2021-03-07,151289.0
2021-03-14,151466.0
2021-03-21,150760.0
2021-03-28,181432.0
2021-04-04,174140.0
2021-04-11,209760.0
2021-04-18,293949.0
2021-04-25,365074.0
2021-05-02,386925.0
2021-05-09,450433.0
2021-05-16,467090.0
2021-05-23,568050.0
2021-05-30,554352.0
2021-06-06,632933.0
2021-06-13,641362.0
2021-06-20,600865.0
2021-06-27,517554.0
2021-07-04,447306.0
2021-07-11,412031.0
2021-07-18,363794.0
2021-07-25,293968.0
2021-08-01,187029.0
2021-08-08,136550.0
2021-08-15,133354.0
2021-08-22,142988.0
2021-08-29,159328.0
2021-09-05,155448.0
2021-09-12,191654.0
2021-09-19,219415.0
2021-09-26,193264.0
2021-10-03,163828.0
2021-10-10,162732.0
2021-10-17,167689.0
