Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
TI ^25.10.2021^,66.71,2.09,350986.0
BS ^25.10.2021^,66.65,2.5,196735.0
ZH ^25.10.2021^,65.7,1.75,1553423.0
BL ^25.10.2021^,65.2,2.56,290969.0
VD ^25.10.2021^,64.75,2.57,814762.0
ZG ^25.10.2021^,64.53,1.44,128794.0
FR ^25.10.2021^,64.07,2.11,325496.0
GR ^25.10.2021^,63.81,3.37,200096.0
SH ^25.10.2021^,63.73,1.97,83107.0
BE ^25.10.2021^,63.69,2.8,1043132.0
SO ^25.10.2021^,63.51,2.44,277462.0
GE ^25.10.2021^,63.36,3.48,506343.0
CH ^25.10.2021^,63.02,2.7,8670300.0
AG ^25.10.2021^,62.3,2.11,694072.0
NW ^25.10.2021^,61.78,2.5,43520.0
LU ^25.10.2021^,61.6,2.9,416347.0
UR ^25.10.2021^,60.51,2.03,36819.0
NE ^25.10.2021^,60.37,9.64,175894.0
VS ^25.10.2021^,60.25,5.85,348503.0
JU ^25.10.2021^,58.11,5.35,73709.0
GL ^25.10.2021^,57.69,2.31,40851.0
SG ^25.10.2021^,57.32,2.17,514504.0
TG ^25.10.2021^,56.86,2.52,282909.0
AR ^25.10.2021^,56.48,2.07,55309.0
SZ ^25.10.2021^,55.25,2.09,162157.0
OW ^25.10.2021^,55.01,4.74,38108.0
AI ^25.10.2021^,52.27,1.5,16293.0
all ^25.10.2021^,,,
neighboring_chfl ^25.10.2021^,,,
unknown ^25.10.2021^,,,
