Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^12.09.2021^,57.03,6.55,195844.0
TI ^12.09.2021^,56.99,5.46,351491.0
BL ^12.09.2021^,56.8,5.63,289468.0
ZH ^12.09.2021^,56.38,6.8,1539275.0
ZG ^12.09.2021^,55.04,7.29,127642.0
BE ^12.09.2021^,54.86,6.15,1039474.0
SH ^12.09.2021^,54.47,7.0,82348.0
SO ^12.09.2021^,53.49,6.89,275247.0
GE ^12.09.2021^,53.15,6.95,504128.0
AG ^12.09.2021^,53.05,5.56,685845.0
CH ^12.09.2021^,52.81,7.31,8606033.0
NE ^12.09.2021^,52.47,10.25,176496.0
GR ^12.09.2021^,51.53,9.04,199021.0
VD ^12.09.2021^,51.32,10.65,805098.0
LU ^12.09.2021^,50.45,6.31,413120.0
FR ^12.09.2021^,50.3,10.29,321783.0
VS ^12.09.2021^,49.8,9.16,345525.0
JU ^12.09.2021^,49.71,7.9,73584.0
TG ^12.09.2021^,47.43,6.81,279547.0
NW ^12.09.2021^,47.28,7.7,43087.0
UR ^12.09.2021^,46.94,7.43,36703.0
SZ ^12.09.2021^,46.89,5.37,160480.0
SG ^12.09.2021^,46.3,8.21,510734.0
AR ^12.09.2021^,45.28,7.16,55445.0
GL ^12.09.2021^,44.8,9.16,40590.0
OW ^12.09.2021^,43.99,5.58,37930.0
AI ^12.09.2021^,41.87,4.99,16128.0
all ^12.09.2021^,,,
neighboring_chfl ^12.09.2021^,,,
unknown ^12.09.2021^,,,
