date,verabreichte Dosen
2021-01-31,111398.0
2021-02-07,99911.0
2021-02-14,133610.0
2021-02-21,130340.0
2021-02-28,137797.0
2021-03-07,151315.0
2021-03-14,151473.0
2021-03-21,150777.0
2021-03-28,181444.0
2021-04-04,174157.0
2021-04-11,209773.0
2021-04-18,293963.0
2021-04-25,365091.0
2021-05-02,386936.0
2021-05-09,450447.0
2021-05-16,467095.0
2021-05-23,568069.0
2021-05-30,554366.0
2021-06-06,632945.0
2021-06-13,641381.0
2021-06-20,600880.0
2021-06-27,517592.0
2021-07-04,447314.0
2021-07-11,412035.0
2021-07-18,363801.0
2021-07-25,293979.0
2021-08-01,187057.0
2021-08-08,136563.0
2021-08-15,133358.0
2021-08-22,142995.0
2021-08-29,159385.0
2021-09-05,155474.0
2021-09-12,191694.0
2021-09-19,219481.0
2021-09-26,193560.0
2021-10-03,164070.0
2021-10-10,162927.0
2021-10-17,168436.0
2021-10-24,139980.0
