Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^11.11.2021^,68.3,1.75,196735.0
TI ^11.11.2021^,68.28,1.36,350986.0
ZH ^11.11.2021^,67.11,1.21,1553423.0
BL ^11.11.2021^,66.88,1.79,290969.0
VD ^11.11.2021^,66.54,1.58,814762.0
GR ^11.11.2021^,65.76,2.26,200096.0
BE ^11.11.2021^,65.74,1.69,1043132.0
FR ^11.11.2021^,65.68,1.41,325496.0
ZG ^11.11.2021^,65.57,1.21,128794.0
GE ^11.11.2021^,65.32,2.63,506343.0
SO ^11.11.2021^,65.26,1.6,277462.0
SH ^11.11.2021^,65.1,1.52,83107.0
CH ^11.11.2021^,64.7,1.91,8670300.0
AG ^11.11.2021^,63.87,1.53,694072.0
NW ^11.11.2021^,63.59,1.8,43520.0
LU ^11.11.2021^,63.35,2.06,416347.0
NE ^11.11.2021^,62.48,8.58,175894.0
VS ^11.11.2021^,62.1,4.77,348503.0
UR ^11.11.2021^,62.08,1.29,36819.0
JU ^11.11.2021^,59.82,4.62,73709.0
SG ^11.11.2021^,58.98,1.31,514504.0
GL ^11.11.2021^,58.82,2.01,40851.0
TG ^11.11.2021^,58.39,1.92,282909.0
AR ^11.11.2021^,57.95,1.48,55309.0
OW ^11.11.2021^,57.06,3.26,38108.0
SZ ^11.11.2021^,56.67,1.51,162157.0
AI ^11.11.2021^,53.68,0.87,16293.0
all ^11.11.2021^,,,
neighboring_chfl ^11.11.2021^,,,
unknown ^11.11.2021^,,,
