Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^06.12.2021^,69.54,1.67,196735.0
TI ^06.12.2021^,69.38,1.44,350986.0
NE ^06.12.2021^,69.03,3.16,175894.0
ZH ^06.12.2021^,68.35,0.99,1553423.0
BL ^06.12.2021^,68.06,1.73,290969.0
VD ^06.12.2021^,67.92,1.15,814762.0
BE ^06.12.2021^,67.2,1.32,1043132.0
FR ^06.12.2021^,67.01,1.21,325496.0
GR ^06.12.2021^,66.84,2.16,200096.0
GE ^06.12.2021^,66.75,2.28,506343.0
ZG ^06.12.2021^,66.65,1.24,128794.0
SO ^06.12.2021^,66.51,1.57,277462.0
SH ^06.12.2021^,66.13,1.56,83107.0
CH ^06.12.2021^,66.11,1.6,8670300.0
AG ^06.12.2021^,65.22,1.52,694072.0
NW ^06.12.2021^,64.76,1.56,43520.0
LU ^06.12.2021^,64.74,1.84,416347.0
VS ^06.12.2021^,63.34,4.44,348503.0
UR ^06.12.2021^,63.08,1.22,36819.0
JU ^06.12.2021^,61.7,3.37,73709.0
GL ^06.12.2021^,60.55,1.32,40851.0
SG ^06.12.2021^,60.35,1.26,514504.0
TG ^06.12.2021^,59.66,1.76,282909.0
AR ^06.12.2021^,59.08,1.38,55309.0
SZ ^06.12.2021^,57.76,1.4,162157.0
OW ^06.12.2021^,57.75,3.31,38108.0
AI ^06.12.2021^,54.59,0.96,16293.0
all ^06.12.2021^,,,
neighboring_chfl ^06.12.2021^,,,
unknown ^06.12.2021^,,,
