date,verabreichte Dosen
2021-01-31,111242.0
2021-02-07,99739.0
2021-02-14,133490.0
2021-02-21,130204.0
2021-02-28,137645.0
2021-03-07,151193.0
2021-03-14,151361.0
2021-03-21,150603.0
2021-03-28,181212.0
2021-04-04,173818.0
2021-04-11,209620.0
2021-04-18,293654.0
2021-04-25,364612.0
2021-05-02,386466.0
2021-05-09,450139.0
2021-05-16,467020.0
2021-05-23,567505.0
2021-05-30,554065.0
2021-06-06,632821.0
2021-06-13,641076.0
2021-06-20,600711.0
2021-06-27,516323.0
2021-07-04,447050.0
2021-07-11,411862.0
2021-07-18,363607.0
2021-07-25,293700.0
2021-08-01,186902.0
2021-08-08,136330.0
2021-08-15,133035.0
2021-08-22,142358.0
2021-08-29,158130.0
2021-09-05,152942.0
2021-09-12,188706.0
