Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^22.11.2021^,68.96,1.55,196735.0
TI ^22.11.2021^,68.8,1.35,350986.0
ZH ^22.11.2021^,67.72,1.09,1553423.0
BL ^22.11.2021^,67.38,1.73,290969.0
VD ^22.11.2021^,67.29,1.32,814762.0
BE ^22.11.2021^,66.52,1.42,1043132.0
FR ^22.11.2021^,66.31,1.32,325496.0
GR ^22.11.2021^,66.29,2.12,200096.0
ZG ^22.11.2021^,66.08,1.21,128794.0
GE ^22.11.2021^,66.02,2.45,506343.0
SO ^22.11.2021^,65.89,1.54,277462.0
SH ^22.11.2021^,65.61,1.46,83107.0
CH ^22.11.2021^,65.36,1.76,8670300.0
AG ^22.11.2021^,64.53,1.48,694072.0
NW ^22.11.2021^,64.09,1.69,43520.0
LU ^22.11.2021^,64.08,1.86,416347.0
NE ^22.11.2021^,63.35,8.24,175894.0
UR ^22.11.2021^,62.68,1.24,36819.0
VS ^22.11.2021^,62.65,4.54,348503.0
JU ^22.11.2021^,60.4,4.54,73709.0
GL ^22.11.2021^,60.01,1.26,40851.0
SG ^22.11.2021^,59.7,1.26,514504.0
TG ^22.11.2021^,58.98,1.86,282909.0
AR ^22.11.2021^,58.56,1.29,55309.0
SZ ^22.11.2021^,57.23,1.41,162157.0
OW ^22.11.2021^,57.18,3.27,38108.0
AI ^22.11.2021^,53.96,0.94,16293.0
all ^22.11.2021^,,,
neighboring_chfl ^22.11.2021^,,,
unknown ^22.11.2021^,,,
