Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
TI ^14.09.2021^,57.16,5.7,351491.0
BL ^14.09.2021^,57.07,5.87,289468.0
BS ^14.09.2021^,57.04,6.67,195844.0
ZH ^14.09.2021^,56.53,7.19,1539275.0
ZG ^14.09.2021^,55.23,7.52,127642.0
BE ^14.09.2021^,55.19,6.42,1039474.0
SH ^14.09.2021^,54.51,7.59,82348.0
SO ^14.09.2021^,53.67,7.43,275247.0
GE ^14.09.2021^,53.41,7.48,504128.0
AG ^14.09.2021^,53.33,5.96,685845.0
CH ^14.09.2021^,53.02,7.65,8606033.0
NE ^14.09.2021^,52.77,10.6,176496.0
GR ^14.09.2021^,51.85,9.16,199021.0
VD ^14.09.2021^,51.52,11.13,805098.0
LU ^14.09.2021^,50.65,6.53,413120.0
FR ^14.09.2021^,50.41,10.34,321783.0
JU ^14.09.2021^,50.24,8.02,73584.0
VS ^14.09.2021^,50.08,9.56,345525.0
TG ^14.09.2021^,47.63,7.22,279547.0
NW ^14.09.2021^,47.44,8.42,43087.0
UR ^14.09.2021^,47.13,7.87,36703.0
SZ ^14.09.2021^,47.04,5.47,160480.0
SG ^14.09.2021^,46.44,8.51,510734.0
GL ^14.09.2021^,45.69,8.46,40590.0
AR ^14.09.2021^,45.33,7.74,55445.0
OW ^14.09.2021^,44.03,5.74,37930.0
AI ^14.09.2021^,41.9,5.51,16128.0
all ^14.09.2021^,,,
neighboring_chfl ^14.09.2021^,,,
unknown ^14.09.2021^,,,
