Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
UR ^14.04.2021^,11.048143203552844,5.255701168841783,36703
OW ^14.04.2021^,9.978908515686792,2.612707619298708,37930
GE ^14.04.2021^,9.771526279040243,6.847864034530912,504128
SH ^14.04.2021^,9.431923058240638,7.372370913683392,82348
BL ^14.04.2021^,9.382384235908631,7.837826633686625,289468
NE ^14.04.2021^,9.310692593599855,8.361096002175687,176496
GR ^14.04.2021^,9.227166982378744,6.734465207189191,199021
VS ^14.04.2021^,9.13971492656103,4.982273352145286,345525
VD ^14.04.2021^,9.068337022325231,4.432379660612745,805098
JU ^14.04.2021^,9.042726679712981,4.812187432050446,73584
AG ^14.04.2021^,9.041547288381485,5.988525104068704,685845
GL ^14.04.2021^,8.923380142892338,4.301552106430155,40590
SG ^14.04.2021^,8.919515834074097,6.5989340831039245,510734
FR ^14.04.2021^,8.82924206685872,4.4436778822995615,321783
ZG ^14.04.2021^,8.827031854718665,7.230378715469829,127642
NW ^14.04.2021^,8.684754102165385,4.031378373987514,43087
SZ ^14.04.2021^,8.54062811565304,3.7755483549351947,160480
CH ^14.04.2021^,8.480585654272996,5.792750271815132,8606033
TI ^14.04.2021^,8.409603659837662,7.052243158430799,351491
SO ^14.04.2021^,8.360490759209,7.0536645267705005,275247
BE ^14.04.2021^,8.330559494513572,6.022661461469935,1039474
AI ^14.04.2021^,8.215525793650794,7.428075396825397,16128
BS ^14.04.2021^,8.15036457588693,6.1365168195094055,195844
LU ^14.04.2021^,7.957010069713401,5.344936096049574,413120
AR ^14.04.2021^,7.905131211110109,8.960230859410226,55445
TG ^14.04.2021^,7.788314666227862,6.437200184584345,279547
ZH ^14.04.2021^,7.015120754900845,4.860210163875851,1539275
