date,verabreichte Dosen
2021-01-31,111223.0
2021-02-07,99732.0
2021-02-14,133465.0
2021-02-21,130163.0
2021-02-28,137632.0
2021-03-07,151160.0
2021-03-14,151353.0
2021-03-21,150581.0
2021-03-28,181178.0
2021-04-04,173805.0
2021-04-11,209608.0
2021-04-18,293643.0
2021-04-25,364596.0
2021-05-02,386406.0
2021-05-09,450113.0
2021-05-16,467013.0
2021-05-23,567488.0
2021-05-30,554021.0
2021-06-06,632642.0
2021-06-13,640865.0
2021-06-20,600659.0
2021-06-27,516300.0
2021-07-04,446950.0
2021-07-11,411760.0
2021-07-18,363564.0
2021-07-25,293658.0
2021-08-01,186899.0
2021-08-08,136282.0
2021-08-15,132911.0
2021-08-22,142165.0
2021-08-29,157993.0
2021-09-05,152816.0
2021-09-12,188204.0
