Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^22.09.2021^,59.26,7.34,195844.0
TI ^22.09.2021^,58.66,6.98,351491.0
BL ^22.09.2021^,58.24,6.75,289468.0
ZH ^22.09.2021^,57.39,8.13,1539275.0
ZG ^22.09.2021^,56.73,7.77,127642.0
BE ^22.09.2021^,56.44,6.93,1039474.0
SH ^22.09.2021^,55.84,8.16,82348.0
AG ^22.09.2021^,55.84,6.52,685845.0
SO ^22.09.2021^,55.38,8.2,275247.0
CH ^22.09.2021^,54.38,8.68,8606033.0
GE ^22.09.2021^,54.21,9.08,504128.0
GR ^22.09.2021^,53.86,10.72,199021.0
NE ^22.09.2021^,53.74,11.68,176496.0
LU ^22.09.2021^,53.38,8.54,413120.0
VD ^22.09.2021^,52.28,12.31,805098.0
NW ^22.09.2021^,52.2,9.85,43087.0
FR ^22.09.2021^,51.75,11.88,321783.0
VS ^22.09.2021^,51.43,10.71,345525.0
JU ^22.09.2021^,51.41,9.14,73584.0
TG ^22.09.2021^,49.37,8.05,279547.0
UR ^22.09.2021^,48.75,10.45,36703.0
SZ ^22.09.2021^,48.25,7.02,160480.0
SG ^22.09.2021^,47.24,9.38,510734.0
GL ^22.09.2021^,47.11,10.66,40590.0
AR ^22.09.2021^,46.66,8.95,55445.0
OW ^22.09.2021^,45.61,7.42,37930.0
AI ^22.09.2021^,43.33,8.7,16128.0
all ^22.09.2021^,,,
neighboring_chfl ^22.09.2021^,,,
unknown ^22.09.2021^,,,
