date,verabreichte Dosen
2021-01-31,111347.0
2021-02-07,99813.0
2021-02-14,133528.0
2021-02-21,130248.0
2021-02-28,137685.0
2021-03-07,151237.0
2021-03-14,151383.0
2021-03-21,150680.0
2021-03-28,181337.0
2021-04-04,174011.0
2021-04-11,209688.0
2021-04-18,293894.0
2021-04-25,365020.0
2021-05-02,386837.0
2021-05-09,450158.0
2021-05-16,467042.0
2021-05-23,567941.0
2021-05-30,554282.0
2021-06-06,632854.0
2021-06-13,641117.0
2021-06-20,600734.0
2021-06-27,517400.0
2021-07-04,447148.0
2021-07-11,411923.0
2021-07-18,363679.0
2021-07-25,293846.0
2021-08-01,186944.0
2021-08-08,136381.0
2021-08-15,133159.0
2021-08-22,142600.0
2021-08-29,158554.0
2021-09-05,153853.0
2021-09-12,189995.0
2021-09-19,217120.0
2021-09-26,127218.0
