Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^24.03.2022^,73.28,1.09,196735.0
TI ^24.03.2022^,72.28,1.14,350986.0
BL ^24.03.2022^,71.56,1.17,290969.0
NE ^24.03.2022^,71.26,2.67,175894.0
ZH ^24.03.2022^,71.08,0.63,1553423.0
BE ^24.03.2022^,70.44,0.76,1043132.0
VD ^24.03.2022^,70.28,0.76,814762.0
SO ^24.03.2022^,69.95,0.93,277462.0
GR ^24.03.2022^,69.73,1.54,200096.0
GE ^24.03.2022^,69.41,1.62,506343.0
ZG ^24.03.2022^,69.41,0.75,128794.0
FR ^24.03.2022^,69.3,0.85,325496.0
CH ^24.03.2022^,69.13,1.0,8670300.0
SH ^24.03.2022^,69.05,1.0,83107.0
AG ^24.03.2022^,68.8,0.74,694072.0
VS ^24.03.2022^,68.18,1.81,348503.0
LU ^24.03.2022^,67.73,1.44,416347.0
NW ^24.03.2022^,67.58,1.14,43520.0
OW ^24.03.2022^,66.28,4.59,38108.0
UR ^24.03.2022^,65.22,0.68,36819.0
JU ^24.03.2022^,64.28,2.79,73709.0
GL ^24.03.2022^,63.44,0.7,40851.0
SG ^24.03.2022^,63.43,0.41,514504.0
TG ^24.03.2022^,62.53,1.49,282909.0
AR ^24.03.2022^,61.73,0.8,55309.0
SZ ^24.03.2022^,60.35,0.9,162157.0
AI ^24.03.2022^,57.15,0.33,16293.0
all ^24.03.2022^,,,
neighboring_chfl ^24.03.2022^,,,
unknown ^24.03.2022^,,,
