date,verabreichte Dosen
2021-01-31,111410.0
2021-02-07,99925.0
2021-02-14,133644.0
2021-02-21,130373.0
2021-02-28,137837.0
2021-03-07,151332.0
2021-03-14,151484.0
2021-03-21,150804.0
2021-03-28,181476.0
2021-04-04,174170.0
2021-04-11,209777.0
2021-04-18,293953.0
2021-04-25,365073.0
2021-05-02,386934.0
2021-05-09,450419.0
2021-05-16,467071.0
2021-05-23,568182.0
2021-05-30,554477.0
2021-06-06,632952.0
2021-06-13,641403.0
2021-06-20,600886.0
2021-06-27,517599.0
2021-07-04,447328.0
2021-07-11,412044.0
2021-07-18,363814.0
2021-07-25,293993.0
2021-08-01,187064.0
2021-08-08,136594.0
2021-08-15,133447.0
2021-08-22,143062.0
2021-08-29,159433.0
2021-09-05,155614.0
2021-09-12,191788.0
2021-09-19,219676.0
2021-09-26,193706.0
2021-10-03,164410.0
2021-10-10,163301.0
2021-10-17,168665.0
2021-10-24,140361.0
2021-10-31,99369.0
2021-11-07,74917.0
