Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
TI ^16.06.2021^,33.67,13.23,351491
BS ^16.06.2021^,32.76,16.04,195844
BE ^16.06.2021^,32.46,15.0,1039474
BL ^16.06.2021^,32.34,14.1,289468
GE ^16.06.2021^,32.3,17.51,504128
OW ^16.06.2021^,31.97,4.22,37930
SH ^16.06.2021^,31.44,17.08,82348
UR ^16.06.2021^,31.33,13.42,36703
GL ^16.06.2021^,30.28,8.91,40590
LU ^16.06.2021^,29.71,12.77,413120
CH ^16.06.2021^,28.9,16.63,8606033
AG ^16.06.2021^,28.75,15.21,685845
NW ^16.06.2021^,28.73,13.14,43087
VS ^16.06.2021^,28.68,12.43,345525
GR ^16.06.2021^,28.49,14.66,199021
SO ^16.06.2021^,28.42,18.11,275247
ZG ^16.06.2021^,28.26,18.02,127642
ZH ^16.06.2021^,27.76,19.13,1539275
VD ^16.06.2021^,27.42,19.75,805098
AI ^16.06.2021^,27.38,12.98,16128
SZ ^16.06.2021^,27.36,12.89,160480
AR ^16.06.2021^,27.25,14.29,55445
NE ^16.06.2021^,26.9,18.04,176496
JU ^16.06.2021^,26.79,17.13,73584
TG ^16.06.2021^,26.37,16.63,279547
SG ^16.06.2021^,24.01,19.65,510734
FR ^16.06.2021^,22.14,19.06,321783
