Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
TI ^04.11.2021^,67.7,1.51,350986.0
BS ^04.11.2021^,67.69,2.0,196735.0
ZH ^04.11.2021^,66.73,1.23,1553423.0
BL ^04.11.2021^,66.36,2.0,290969.0
VD ^04.11.2021^,66.0,1.8,814762.0
ZG ^04.11.2021^,65.1,1.22,128794.0
GR ^04.11.2021^,65.07,2.47,200096.0
FR ^04.11.2021^,65.05,1.59,325496.0
BE ^04.11.2021^,65.01,1.98,1043132.0
GE ^04.11.2021^,64.66,2.81,506343.0
SH ^04.11.2021^,64.59,1.51,83107.0
SO ^04.11.2021^,64.55,1.82,277462.0
CH ^04.11.2021^,64.13,2.06,8670300.0
AG ^04.11.2021^,63.35,1.56,694072.0
NW ^04.11.2021^,62.94,1.84,43520.0
LU ^04.11.2021^,62.67,2.22,416347.0
NE ^04.11.2021^,61.8,8.84,175894.0
UR ^04.11.2021^,61.52,1.37,36819.0
VS ^04.11.2021^,61.51,5.02,348503.0
JU ^04.11.2021^,59.25,4.75,73709.0
SG ^04.11.2021^,58.42,1.44,514504.0
GL ^04.11.2021^,58.38,1.98,40851.0
TG ^04.11.2021^,57.84,1.96,282909.0
AR ^04.11.2021^,57.31,1.57,55309.0
SZ ^04.11.2021^,56.07,1.66,162157.0
OW ^04.11.2021^,55.32,4.53,38108.0
AI ^04.11.2021^,53.27,0.97,16293.0
all ^04.11.2021^,,,
neighboring_chfl ^04.11.2021^,,,
unknown ^04.11.2021^,,,
