date,verabreichte Dosen
2021-01-31,111219.0
2021-02-07,99730.0
2021-02-14,133458.0
2021-02-21,130156.0
2021-02-28,137629.0
2021-03-07,151154.0
2021-03-14,151348.0
2021-03-21,150572.0
2021-03-28,181165.0
2021-04-04,173790.0
2021-04-11,209584.0
2021-04-18,293633.0
2021-04-25,364586.0
2021-05-02,386377.0
2021-05-09,450096.0
2021-05-16,466983.0
2021-05-23,567476.0
2021-05-30,553995.0
2021-06-06,632628.0
2021-06-13,640843.0
2021-06-20,600653.0
2021-06-27,516290.0
2021-07-04,446945.0
2021-07-11,411752.0
2021-07-18,363543.0
2021-07-25,293649.0
2021-08-01,186892.0
2021-08-08,136275.0
2021-08-15,132879.0
2021-08-22,142124.0
2021-08-29,157978.0
2021-09-05,152800.0
2021-09-12,187652.0
