Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^20.06.2022^,73.45,1.04,196735.0
TI ^20.06.2022^,72.39,1.11,350986.0
BL ^20.06.2022^,71.67,1.15,290969.0
NE ^20.06.2022^,71.39,2.64,175894.0
ZH ^20.06.2022^,71.17,0.66,1553423.0
BE ^20.06.2022^,70.55,0.75,1043132.0
VD ^20.06.2022^,70.39,0.77,814762.0
SO ^20.06.2022^,70.05,0.91,277462.0
GR ^20.06.2022^,69.85,1.51,200096.0
ZG ^20.06.2022^,69.56,0.74,128794.0
GE ^20.06.2022^,69.55,1.6,506343.0
FR ^20.06.2022^,69.41,0.85,325496.0
CH ^20.06.2022^,69.22,0.99,8670300.0
SH ^20.06.2022^,69.14,0.98,83107.0
AG ^20.06.2022^,68.91,0.72,694072.0
VS ^20.06.2022^,68.26,1.76,348503.0
LU ^20.06.2022^,67.82,1.42,416347.0
NW ^20.06.2022^,67.49,1.05,43520.0
UR ^20.06.2022^,65.32,0.7,36819.0
JU ^20.06.2022^,64.38,2.77,73709.0
SG ^20.06.2022^,63.56,0.38,514504.0
GL ^20.06.2022^,63.55,0.66,40851.0
TG ^20.06.2022^,62.63,1.48,282909.0
AR ^20.06.2022^,61.84,0.77,55309.0
OW ^20.06.2022^,61.5,2.18,38108.0
SZ ^20.06.2022^,60.47,0.88,162157.0
AI ^20.06.2022^,57.21,0.33,16293.0
all ^20.06.2022^,,,
neighboring_chfl ^20.06.2022^,,,
unknown ^20.06.2022^,,,
