Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^09.11.2021^,68.08,1.8,196735.0
TI ^09.11.2021^,68.02,1.37,350986.0
ZH ^09.11.2021^,66.95,1.15,1553423.0
BL ^09.11.2021^,66.64,1.88,290969.0
VD ^09.11.2021^,66.38,1.6,814762.0
GR ^09.11.2021^,65.41,2.36,200096.0
ZG ^09.11.2021^,65.39,1.18,128794.0
FR ^09.11.2021^,65.38,1.47,325496.0
BE ^09.11.2021^,65.35,1.8,1043132.0
GE ^09.11.2021^,65.08,2.66,506343.0
SO ^09.11.2021^,64.98,1.64,277462.0
SH ^09.11.2021^,64.8,1.55,83107.0
CH ^09.11.2021^,64.46,1.93,8670300.0
AG ^09.11.2021^,63.65,1.52,694072.0
NW ^09.11.2021^,63.31,1.78,43520.0
LU ^09.11.2021^,63.07,2.07,416347.0
NE ^09.11.2021^,62.26,8.63,175894.0
VS ^09.11.2021^,61.88,4.82,348503.0
UR ^09.11.2021^,61.84,1.3,36819.0
JU ^09.11.2021^,59.58,4.67,73709.0
SG ^09.11.2021^,58.82,1.3,514504.0
GL ^09.11.2021^,58.45,1.95,40851.0
TG ^09.11.2021^,58.13,1.91,282909.0
AR ^09.11.2021^,57.77,1.42,55309.0
OW ^09.11.2021^,56.88,3.29,38108.0
SZ ^09.11.2021^,56.42,1.53,162157.0
AI ^09.11.2021^,53.4,0.96,16293.0
all ^09.11.2021^,,,
neighboring_chfl ^09.11.2021^,,,
unknown ^09.11.2021^,,,
