Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^01.09.2021^,56.2,5.41,195844.0
BL ^01.09.2021^,55.8,5.15,289468.0
ZH ^01.09.2021^,55.7,5.26,1539275.0
TI ^01.09.2021^,55.61,4.66,351491.0
BE ^01.09.2021^,53.89,5.62,1039474.0
ZG ^01.09.2021^,53.86,6.29,127642.0
SH ^01.09.2021^,53.69,5.9,82348.0
SO ^01.09.2021^,52.57,5.01,275247.0
AG ^01.09.2021^,52.0,4.4,685845.0
CH ^01.09.2021^,51.88,6.2,8606033.0
GE ^01.09.2021^,51.83,6.42,504128.0
NE ^01.09.2021^,51.31,9.31,176496.0
GR ^01.09.2021^,50.62,6.77,199021.0
VD ^01.09.2021^,50.46,9.7,805098.0
LU ^01.09.2021^,49.19,5.73,413120.0
FR ^01.09.2021^,49.1,8.62,321783.0
VS ^01.09.2021^,48.94,8.48,345525.0
JU ^01.09.2021^,48.68,6.69,73584.0
NW ^01.09.2021^,46.81,5.92,43087.0
TG ^01.09.2021^,46.65,5.26,279547.0
SZ ^01.09.2021^,46.36,4.25,160480.0
UR ^01.09.2021^,46.27,6.04,36703.0
SG ^01.09.2021^,45.52,6.7,510734.0
AR ^01.09.2021^,44.8,5.58,55445.0
GL ^01.09.2021^,44.2,7.16,40590.0
OW ^01.09.2021^,43.87,5.34,37930.0
AI ^01.09.2021^,41.08,4.66,16128.0
all ^01.09.2021^,,,
neighboring_chfl ^01.09.2021^,,,
unknown ^01.09.2021^,,,
