date,verabreichte Dosen
2021-01-31,111236.0
2021-02-07,99679.0
2021-02-14,133438.0
2021-02-21,130140.0
2021-02-28,137629.0
2021-03-07,151165.0
2021-03-14,151286.0
2021-03-21,150546.0
2021-03-28,181166.0
2021-04-04,173752.0
2021-04-11,209551.0
2021-04-18,293654.0
2021-04-25,364637.0
2021-05-02,386442.0
2021-05-09,449957.0
2021-05-16,467288.0
2021-05-23,567498.0
2021-05-30,553970.0
2021-06-06,632520.0
2021-06-13,640746.0
2021-06-20,600588.0
2021-06-27,516232.0
2021-07-04,446493.0
2021-07-11,411142.0
2021-07-18,363231.0
2021-07-25,293351.0
2021-08-01,186484.0
2021-08-08,135510.0
2021-08-15,132007.0
2021-08-22,141134.0
2021-08-29,156052.0
