Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^06.10.2021^,63.78,4.42,195844.0
ZH ^06.10.2021^,62.83,4.13,1539275.0
TI ^06.10.2021^,62.68,4.84,351491.0
BL ^06.10.2021^,62.15,4.77,289468.0
ZG ^06.10.2021^,62.11,3.36,127642.0
VD ^06.10.2021^,61.95,4.7,805098.0
SH ^06.10.2021^,60.72,4.54,82348.0
FR ^06.10.2021^,60.48,4.98,321783.0
BE ^06.10.2021^,60.43,4.62,1039474.0
GR ^06.10.2021^,59.81,6.43,199021.0
CH ^06.10.2021^,59.77,5.09,8606033.0
SO ^06.10.2021^,59.69,5.61,275247.0
GE ^06.10.2021^,59.59,5.96,504128.0
AG ^06.10.2021^,59.4,4.43,685845.0
NW ^06.10.2021^,58.08,5.51,43087.0
LU ^06.10.2021^,57.84,5.83,413120.0
VS ^06.10.2021^,57.3,7.88,345525.0
NE ^06.10.2021^,56.32,11.82,176496.0
UR ^06.10.2021^,55.97,5.44,36703.0
JU ^06.10.2021^,54.44,7.91,73584.0
SG ^06.10.2021^,54.23,4.42,510734.0
TG ^06.10.2021^,53.49,5.35,279547.0
GL ^06.10.2021^,53.29,5.9,40590.0
AR ^06.10.2021^,52.43,4.63,55445.0
SZ ^06.10.2021^,52.02,4.65,160480.0
OW ^06.10.2021^,49.58,8.42,37930.0
AI ^06.10.2021^,49.24,4.07,16128.0
all ^06.10.2021^,,,
neighboring_chfl ^06.10.2021^,,,
unknown ^06.10.2021^,,,
