date,verabreichte Dosen
2021-01-31,111945.0
2021-02-07,99998.0
2021-02-14,133980.0
2021-02-21,130938.0
2021-02-28,138593.0
2021-03-07,151894.0
2021-03-14,152163.0
2021-03-21,151507.0
2021-03-28,182614.0
2021-04-04,175253.0
2021-04-11,210707.0
2021-04-18,295369.0
2021-04-25,367788.0
2021-05-02,388521.0
2021-05-09,451885.0
2021-05-16,469158.0
2021-05-23,571080.0
2021-05-30,556746.0
2021-06-06,635856.0
2021-06-13,644376.0
2021-06-20,603911.0
2021-06-27,519637.0
2021-07-04,449711.0
2021-07-11,415932.0
2021-07-18,369898.0
2021-07-25,294869.0
2021-08-01,187205.0
2021-08-08,136630.0
2021-08-15,138457.0
2021-08-22,145433.0
2021-08-29,160592.0
2021-09-05,155688.0
2021-09-12,192485.0
2021-09-19,221575.0
2021-09-26,195223.0
2021-10-03,164812.0
2021-10-10,163813.0
2021-10-17,169162.0
2021-10-24,141714.0
2021-10-31,100088.0
2021-11-07,75881.0
2021-11-14,122852.0
