date,verabreichte Dosen
2021-01-31,111120.0
2021-02-07,99517.0
2021-02-14,133229.0
2021-02-21,129979.0
2021-02-28,137403.0
2021-03-07,150968.0
2021-03-14,151018.0
2021-03-21,150290.0
2021-03-28,180992.0
2021-04-04,173420.0
2021-04-11,209376.0
2021-04-18,293165.0
2021-04-25,364261.0
2021-05-02,385968.0
2021-05-09,449761.0
2021-05-16,467068.0
2021-05-23,566972.0
2021-05-30,553272.0
2021-06-06,631354.0
2021-06-13,640185.0
2021-06-20,600124.0
2021-06-27,515656.0
2021-07-04,445335.0
2021-07-11,410051.0
2021-07-18,361791.0
2021-07-25,291371.0
2021-08-01,184654.0
