Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
TI ^12.08.2021^,53.95,4.0,351491.0
BL ^12.08.2021^,53.93,4.33,289468.0
ZH ^12.08.2021^,53.77,5.01,1539275.0
BS ^12.08.2021^,53.37,5.25,195844.0
ZG ^12.08.2021^,52.09,4.97,127642.0
SH ^12.08.2021^,51.87,4.84,82348.0
BE ^12.08.2021^,51.65,4.96,1039474.0
SO ^12.08.2021^,50.98,3.68,275247.0
AG ^12.08.2021^,49.84,3.37,685845.0
CH ^12.08.2021^,49.74,5.66,8606033.0
GE ^12.08.2021^,49.13,6.83,504128.0
NE ^12.08.2021^,48.94,8.69,176496.0
GR ^12.08.2021^,48.48,5.71,199021.0
VD ^12.08.2021^,47.72,10.04,805098.0
LU ^12.08.2021^,47.45,4.67,413120.0
FR ^12.08.2021^,46.64,8.01,321783.0
VS ^12.08.2021^,46.3,8.32,345525.0
JU ^12.08.2021^,46.03,5.88,73584.0
TG ^12.08.2021^,45.24,4.17,279547.0
NW ^12.08.2021^,45.04,4.64,43087.0
UR ^12.08.2021^,45.01,4.23,36703.0
SZ ^12.08.2021^,44.54,3.69,160480.0
SG ^12.08.2021^,43.72,5.76,510734.0
AR ^12.08.2021^,43.56,4.32,55445.0
GL ^12.08.2021^,41.6,6.11,40590.0
OW ^12.08.2021^,40.9,4.26,37930.0
AI ^12.08.2021^,40.06,3.46,16128.0
all ^12.08.2021^,,,
neighboring_chfl ^12.08.2021^,,,
unknown ^12.08.2021^,,,
