Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^08.02.2022^,72.14,1.99,196735.0
TI ^08.02.2022^,71.82,1.45,350986.0
NE ^08.02.2022^,70.91,2.92,175894.0
BL ^08.02.2022^,70.76,1.85,290969.0
ZH ^08.02.2022^,70.71,1.4,1553423.0
VD ^08.02.2022^,69.81,0.98,814762.0
BE ^08.02.2022^,69.73,1.33,1043132.0
GR ^08.02.2022^,69.35,1.83,200096.0
SO ^08.02.2022^,69.22,1.53,277462.0
FR ^08.02.2022^,68.96,1.05,325496.0
GE ^08.02.2022^,68.86,2.0,506343.0
ZG ^08.02.2022^,68.72,1.33,128794.0
SH ^08.02.2022^,68.53,1.41,83107.0
CH ^08.02.2022^,68.52,1.57,8670300.0
AG ^08.02.2022^,68.18,1.27,694072.0
NW ^08.02.2022^,67.22,1.4,43520.0
LU ^08.02.2022^,67.22,1.84,416347.0
OW ^08.02.2022^,66.21,4.62,38108.0
VS ^08.02.2022^,65.57,4.15,348503.0
UR ^08.02.2022^,64.97,0.86,36819.0
JU ^08.02.2022^,63.83,3.12,73709.0
GL ^08.02.2022^,62.99,1.1,40851.0
SG ^08.02.2022^,62.97,0.77,514504.0
TG ^08.02.2022^,61.98,1.93,282909.0
AR ^08.02.2022^,61.38,1.06,55309.0
SZ ^08.02.2022^,59.91,1.28,162157.0
AI ^08.02.2022^,56.93,0.49,16293.0
all ^08.02.2022^,,,
neighboring_chfl ^08.02.2022^,,,
unknown ^08.02.2022^,,,
