date,verabreichte Dosen
2021-01-31,111944.0
2021-02-07,100004.0
2021-02-14,133996.0
2021-02-21,130942.0
2021-02-28,138597.0
2021-03-07,151903.0
2021-03-14,152164.0
2021-03-21,151513.0
2021-03-28,182622.0
2021-04-04,175264.0
2021-04-11,210725.0
2021-04-18,295451.0
2021-04-25,367784.0
2021-05-02,388483.0
2021-05-09,451897.0
2021-05-16,469159.0
2021-05-23,571166.0
2021-05-30,556742.0
2021-06-06,635856.0
2021-06-13,644375.0
2021-06-20,603911.0
2021-06-27,519631.0
2021-07-04,449711.0
2021-07-11,415935.0
2021-07-18,369898.0
2021-07-25,294882.0
2021-08-01,187207.0
2021-08-08,136630.0
2021-08-15,138456.0
2021-08-22,145434.0
2021-08-29,160595.0
2021-09-05,155690.0
2021-09-12,192486.0
2021-09-19,221578.0
2021-09-26,195226.0
2021-10-03,164813.0
2021-10-10,163820.0
2021-10-17,169169.0
2021-10-24,141775.0
2021-10-31,100140.0
2021-11-07,75891.0
2021-11-14,123112.0
2021-11-21,215161.0
