date,verabreichte Dosen
2021-01-31,111409.0
2021-02-07,99924.0
2021-02-14,133645.0
2021-02-21,130371.0
2021-02-28,137838.0
2021-03-07,151332.0
2021-03-14,151483.0
2021-03-21,150803.0
2021-03-28,181487.0
2021-04-04,174185.0
2021-04-11,209800.0
2021-04-18,293994.0
2021-04-25,365120.0
2021-05-02,386952.0
2021-05-09,450465.0
2021-05-16,467113.0
2021-05-23,568197.0
2021-05-30,554479.0
2021-06-06,632961.0
2021-06-13,641410.0
2021-06-20,600892.0
2021-06-27,517600.0
2021-07-04,447331.0
2021-07-11,412041.0
2021-07-18,363813.0
2021-07-25,293995.0
2021-08-01,187064.0
2021-08-08,136585.0
2021-08-15,133444.0
2021-08-22,143060.0
2021-08-29,159433.0
2021-09-05,155613.0
2021-09-12,191786.0
2021-09-19,219674.0
2021-09-26,193705.0
2021-10-03,164405.0
2021-10-10,163284.0
2021-10-17,168652.0
2021-10-24,140350.0
2021-10-31,99353.0
2021-11-07,74816.0
