date,verabreichte Dosen
2021-01-31,111409.0
2021-02-07,99923.0
2021-02-14,133645.0
2021-02-21,130371.0
2021-02-28,137837.0
2021-03-07,151332.0
2021-03-14,151483.0
2021-03-21,150803.0
2021-03-28,181485.0
2021-04-04,174185.0
2021-04-11,209800.0
2021-04-18,293996.0
2021-04-25,365120.0
2021-05-02,386954.0
2021-05-09,450465.0
2021-05-16,467121.0
2021-05-23,568194.0
2021-05-30,554478.0
2021-06-06,632960.0
2021-06-13,641409.0
2021-06-20,600891.0
2021-06-27,517600.0
2021-07-04,447329.0
2021-07-11,412041.0
2021-07-18,363813.0
2021-07-25,293986.0
2021-08-01,187061.0
2021-08-08,136578.0
2021-08-15,133426.0
2021-08-22,143018.0
2021-08-29,159399.0
2021-09-05,155577.0
2021-09-12,191764.0
2021-09-19,219636.0
2021-09-26,193671.0
2021-10-03,164330.0
2021-10-10,163173.0
2021-10-17,168561.0
2021-10-24,140291.0
2021-10-31,98844.0
2021-11-07,48972.0
