Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
UR ^18.04.2021^,11.473176579571152,6.201127973190203,36703
OW ^18.04.2021^,10.69074611125758,1.90087002372792,37930
GE ^18.04.2021^,10.338842516186366,7.140845182175955,504128
BL ^18.04.2021^,9.829065734381693,9.198598808849336,289468
GL ^18.04.2021^,9.775806848977581,3.6831731953683176,40590
ZG ^18.04.2021^,9.559549364629197,7.5045831309443605,127642
NE ^18.04.2021^,9.532227359260267,9.257433596228811,176496
GR ^18.04.2021^,9.519598434336075,7.815758136076092,199021
SH ^18.04.2021^,9.463496381211446,10.035459270413368,82348
SG ^18.04.2021^,9.445817196427104,7.403462467742504,510734
VD ^18.04.2021^,9.409910346318089,4.654340216967375,805098
AG ^18.04.2021^,9.382586444459024,7.107145200446165,685845
VS ^18.04.2021^,9.269951523044643,5.542290717024817,345525
JU ^18.04.2021^,9.224831485105458,5.642530984996738,73584
FR ^18.04.2021^,9.11608133431536,5.2411096919352484,321783
TI ^18.04.2021^,9.009619022962182,7.940459357423093,351491
NW ^18.04.2021^,8.953976837561212,4.781024438925894,43087
SO ^18.04.2021^,8.913085337896508,7.636050529161081,275247
SZ ^18.04.2021^,8.908898305084746,3.9257228315054835,160480
CH ^18.04.2021^,8.896235931235681,6.513837444034899,8606033
BE ^18.04.2021^,8.836296049732846,6.772271360322625,1039474
LU ^18.04.2021^,8.495110379550736,5.731748644461657,413120
BS ^18.04.2021^,8.44549743673536,5.852617389350708,195844
AR ^18.04.2021^,8.429975651546577,9.118946703940841,55445
TG ^18.04.2021^,8.344214031987466,6.756645573016344,279547
AI ^18.04.2021^,8.215525793650794,7.440476190476191,16128
ZH ^18.04.2021^,7.365155673937405,5.948514722840298,1539275
