Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^27.09.2021^,62.01,5.25,195844.0
ZH ^27.09.2021^,61.31,4.87,1539275.0
TI ^27.09.2021^,61.05,5.4,351491.0
BL ^27.09.2021^,60.82,5.03,289468.0
ZG ^27.09.2021^,60.49,4.44,127642.0
VD ^27.09.2021^,60.48,4.97,805098.0
BE ^27.09.2021^,59.29,4.65,1039474.0
SH ^27.09.2021^,58.85,5.72,82348.0
FR ^27.09.2021^,58.6,5.97,321783.0
GE ^27.09.2021^,58.02,6.26,504128.0
CH ^27.09.2021^,57.89,5.93,8606033.0
SO ^27.09.2021^,57.75,6.52,275247.0
AG ^27.09.2021^,57.53,5.46,685845.0
GR ^27.09.2021^,57.29,7.94,199021.0
NW ^27.09.2021^,56.42,6.13,43087.0
LU ^27.09.2021^,56.1,6.58,413120.0
VS ^27.09.2021^,55.49,7.56,345525.0
NE ^27.09.2021^,54.72,11.89,176496.0
UR ^27.09.2021^,54.15,5.97,36703.0
JU ^27.09.2021^,52.24,9.05,73584.0
TG ^27.09.2021^,51.68,6.38,279547.0
GL ^27.09.2021^,51.31,6.92,40590.0
SZ ^27.09.2021^,50.44,5.49,160480.0
AR ^27.09.2021^,50.23,6.0,55445.0
SG ^27.09.2021^,48.19,9.41,510734.0
OW ^27.09.2021^,48.02,8.43,37930.0
AI ^27.09.2021^,47.08,5.41,16128.0
all ^27.09.2021^,,,
neighboring_chfl ^27.09.2021^,,,
unknown ^27.09.2021^,,,
