date,verabreichte Dosen
2021-01-31,111406.0
2021-02-07,99926.0
2021-02-14,133646.0
2021-02-21,130373.0
2021-02-28,137836.0
2021-03-07,151326.0
2021-03-14,151479.0
2021-03-21,150804.0
2021-03-28,181474.0
2021-04-04,174189.0
2021-04-11,209799.0
2021-04-18,293930.0
2021-04-25,365057.0
2021-05-02,386924.0
2021-05-09,450433.0
2021-05-16,467072.0
2021-05-23,568186.0
2021-05-30,554476.0
2021-06-06,632946.0
2021-06-13,641400.0
2021-06-20,600886.0
2021-06-27,517603.0
2021-07-04,447329.0
2021-07-11,412045.0
2021-07-18,363813.0
2021-07-25,293991.0
2021-08-01,187065.0
2021-08-08,136591.0
2021-08-15,133452.0
2021-08-22,143070.0
2021-08-29,159462.0
2021-09-05,155616.0
2021-09-12,191790.0
2021-09-19,219676.0
2021-09-26,193706.0
2021-10-03,164418.0
2021-10-10,163310.0
2021-10-17,168695.0
2021-10-24,140381.0
2021-10-31,99384.0
2021-11-07,75023.0
