Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^30.06.2021^,41.64,13.48,195844
GE ^30.06.2021^,40.12,15.09,504128
TI ^30.06.2021^,39.45,14.67,351491
BL ^30.06.2021^,38.79,14.17,289468
BE ^30.06.2021^,38.72,13.23,1039474
SH ^30.06.2021^,37.65,15.93,82348
UR ^30.06.2021^,37.57,8.85,36703
LU ^30.06.2021^,36.52,11.28,413120
OW ^30.06.2021^,36.26,7.46,37930
ZG ^30.06.2021^,36.14,16.12,127642
CH ^30.06.2021^,36.01,15.02,8606033
ZH ^30.06.2021^,35.7,19.08,1539275
SO ^30.06.2021^,35.66,15.91,275247
NW ^30.06.2021^,35.42,11.34,43087
AG ^30.06.2021^,35.23,13.44,685845
GR ^30.06.2021^,35.02,14.17,199021
TG ^30.06.2021^,34.81,10.76,279547
VD ^30.06.2021^,34.72,17.86,805098
AR ^30.06.2021^,34.72,10.34,55445
JU ^30.06.2021^,34.67,11.36,73584
GL ^30.06.2021^,34.36,10.17,40590
AI ^30.06.2021^,34.28,7.38,16128
VS ^30.06.2021^,34.19,12.96,345525
SZ ^30.06.2021^,33.69,10.32,160480
SG ^30.06.2021^,33.21,13.15,510734
NE ^30.06.2021^,32.82,18.45,176496
FR ^30.06.2021^,28.24,17.51,321783
