Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^29.08.2022^,73.56,1.01,196735.0
TI ^29.08.2022^,72.44,1.11,350986.0
BL ^29.08.2022^,71.75,1.13,290969.0
NE ^29.08.2022^,71.46,2.63,175894.0
ZH ^29.08.2022^,71.29,0.65,1553423.0
BE ^29.08.2022^,70.67,0.75,1043132.0
VD ^29.08.2022^,70.47,0.76,814762.0
SO ^29.08.2022^,70.11,0.91,277462.0
GR ^29.08.2022^,69.9,1.5,200096.0
ZG ^29.08.2022^,69.67,0.72,128794.0
GE ^29.08.2022^,69.66,1.6,506343.0
FR ^29.08.2022^,69.51,0.83,325496.0
CH ^29.08.2022^,69.31,0.98,8670300.0
SH ^29.08.2022^,69.2,0.98,83107.0
AG ^29.08.2022^,68.98,0.71,694072.0
VS ^29.08.2022^,68.34,1.73,348503.0
LU ^29.08.2022^,67.88,1.41,416347.0
NW ^29.08.2022^,67.58,1.04,43520.0
UR ^29.08.2022^,65.8,0.72,36819.0
JU ^29.08.2022^,64.45,2.76,73709.0
SG ^29.08.2022^,63.61,0.37,514504.0
GL ^29.08.2022^,63.6,0.66,40851.0
TG ^29.08.2022^,62.68,1.47,282909.0
AR ^29.08.2022^,61.86,0.77,55309.0
OW ^29.08.2022^,61.61,2.16,38108.0
SZ ^29.08.2022^,60.54,0.86,162157.0
AI ^29.08.2022^,57.25,0.3,16293.0
all ^29.08.2022^,,,
neighboring_chfl ^29.08.2022^,,,
unknown ^29.08.2022^,,,
