date,verabreichte Dosen
2021-01-31,111452.0
2021-02-07,100011.0
2021-02-14,133684.0
2021-02-21,130320.0
2021-02-28,137892.0
2021-03-07,151393.0
2021-03-14,151530.0
2021-03-21,150946.0
2021-03-28,181570.0
2021-04-04,174278.0
2021-04-11,209869.0
2021-04-18,294050.0
2021-04-25,365239.0
2021-05-02,386954.0
2021-05-09,450543.0
2021-05-16,467226.0
2021-05-23,568464.0
2021-05-30,554554.0
2021-06-06,633092.0
2021-06-13,641500.0
2021-06-20,601116.0
2021-06-27,518018.0
2021-07-04,447440.0
2021-07-11,413313.0
2021-07-18,367591.0
2021-07-25,294264.0
2021-08-01,187298.0
2021-08-08,136634.0
2021-08-15,136768.0
2021-08-22,144228.0
2021-08-29,159597.0
2021-09-05,155716.0
2021-09-12,192041.0
2021-09-19,219838.0
2021-09-26,193913.0
2021-10-03,164635.0
2021-10-10,163653.0
2021-10-17,169030.0
2021-10-24,140793.0
2021-10-31,99774.0
2021-11-07,75663.0
2021-11-14,124155.0
2021-11-21,231191.0
2021-11-28,140487.0
