date,verabreichte Dosen
2021-01-31,111170.0
2021-02-07,99663.0
2021-02-14,133289.0
2021-02-21,130081.0
2021-02-28,137478.0
2021-03-07,151027.0
2021-03-14,151188.0
2021-03-21,150362.0
2021-03-28,181109.0
2021-04-04,173522.0
2021-04-11,209476.0
2021-04-18,293402.0
2021-04-25,364484.0
2021-05-02,386100.0
2021-05-09,449849.0
2021-05-16,467280.0
2021-05-23,567167.0
2021-05-30,553371.0
2021-06-06,631451.0
2021-06-13,640294.0
2021-06-20,600236.0
2021-06-27,515898.0
2021-07-04,446034.0
2021-07-11,410369.0
2021-07-18,362231.0
2021-07-25,292272.0
2021-08-01,185503.0
2021-08-08,134374.0
