Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^23.05.2022^,73.4,1.06,196735.0
TI ^23.05.2022^,72.36,1.12,350986.0
BL ^23.05.2022^,71.64,1.16,290969.0
NE ^23.05.2022^,71.33,2.66,175894.0
ZH ^23.05.2022^,71.13,0.67,1553423.0
BE ^23.05.2022^,70.51,0.77,1043132.0
VD ^23.05.2022^,70.36,0.77,814762.0
SO ^23.05.2022^,70.02,0.92,277462.0
GR ^23.05.2022^,69.81,1.52,200096.0
ZG ^23.05.2022^,69.51,0.74,128794.0
GE ^23.05.2022^,69.5,1.61,506343.0
FR ^23.05.2022^,69.36,0.87,325496.0
CH ^23.05.2022^,69.18,0.99,8670300.0
SH ^23.05.2022^,69.11,0.99,83107.0
AG ^23.05.2022^,68.87,0.73,694072.0
VS ^23.05.2022^,68.22,1.76,348503.0
LU ^23.05.2022^,67.78,1.43,416347.0
NW ^23.05.2022^,67.43,1.05,43520.0
UR ^23.05.2022^,65.27,0.69,36819.0
JU ^23.05.2022^,64.34,2.78,73709.0
GL ^23.05.2022^,63.52,0.67,40851.0
SG ^23.05.2022^,63.52,0.39,514504.0
TG ^23.05.2022^,62.6,1.48,282909.0
AR ^23.05.2022^,61.81,0.78,55309.0
OW ^23.05.2022^,61.36,2.23,38108.0
SZ ^23.05.2022^,60.43,0.88,162157.0
AI ^23.05.2022^,57.18,0.34,16293.0
all ^23.05.2022^,,,
neighboring_chfl ^23.05.2022^,,,
unknown ^23.05.2022^,,,
