date,verabreichte Dosen
2021-01-31,111928.0
2021-02-07,99970.0
2021-02-14,133956.0
2021-02-21,130918.0
2021-02-28,138538.0
2021-03-07,151858.0
2021-03-14,152151.0
2021-03-21,151386.0
2021-03-28,182562.0
2021-04-04,175111.0
2021-04-11,210684.0
2021-04-18,295352.0
2021-04-25,367660.0
2021-05-02,388401.0
2021-05-09,451869.0
2021-05-16,469165.0
2021-05-23,571075.0
2021-05-30,556743.0
2021-06-06,635864.0
2021-06-13,644407.0
2021-06-20,603945.0
2021-06-27,519643.0
2021-07-04,449716.0
2021-07-11,415946.0
2021-07-18,369903.0
2021-07-25,294890.0
2021-08-01,187213.0
2021-08-08,136634.0
2021-08-15,138427.0
2021-08-22,145419.0
2021-08-29,160570.0
2021-09-05,155682.0
2021-09-12,192478.0
2021-09-19,221563.0
2021-09-26,195194.0
2021-10-03,164772.0
2021-10-10,163750.0
2021-10-17,169103.0
2021-10-24,141591.0
2021-10-31,100022.0
2021-11-07,75712.0
2021-11-14,105960.0
