date,verabreichte Dosen
2021-01-31,111917.0
2021-02-07,99957.0
2021-02-14,133948.0
2021-02-21,130916.0
2021-02-28,138525.0
2021-03-07,151849.0
2021-03-14,152143.0
2021-03-21,151372.0
2021-03-28,182463.0
2021-04-04,175106.0
2021-04-11,210679.0
2021-04-18,295346.0
2021-04-25,367573.0
2021-05-02,388393.0
2021-05-09,451863.0
2021-05-16,469158.0
2021-05-23,571032.0
2021-05-30,556742.0
2021-06-06,635862.0
2021-06-13,644405.0
2021-06-20,603929.0
2021-06-27,519642.0
2021-07-04,449716.0
2021-07-11,415946.0
2021-07-18,369900.0
2021-07-25,294891.0
2021-08-01,187214.0
2021-08-08,136634.0
2021-08-15,138428.0
2021-08-22,145418.0
2021-08-29,160578.0
2021-09-05,155683.0
2021-09-12,192478.0
2021-09-19,221560.0
2021-09-26,195181.0
2021-10-03,164767.0
2021-10-10,163746.0
2021-10-17,169090.0
2021-10-24,141586.0
2021-10-31,100014.0
2021-11-07,75703.0
2021-11-14,104355.0
