Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^04.04.2022^,73.31,1.07,196735.0
TI ^04.04.2022^,72.31,1.13,350986.0
BL ^04.04.2022^,71.58,1.16,290969.0
NE ^04.04.2022^,71.28,2.66,175894.0
ZH ^04.04.2022^,71.05,0.68,1553423.0
BE ^04.04.2022^,70.45,0.77,1043132.0
VD ^04.04.2022^,70.3,0.75,814762.0
SO ^04.04.2022^,69.97,0.93,277462.0
GR ^04.04.2022^,69.75,1.54,200096.0
GE ^04.04.2022^,69.43,1.61,506343.0
ZG ^04.04.2022^,69.41,0.76,128794.0
FR ^04.04.2022^,69.31,0.86,325496.0
SH ^04.04.2022^,69.07,0.99,83107.0
CH ^04.04.2022^,68.93,1.2,8670300.0
AG ^04.04.2022^,68.81,0.74,694072.0
VS ^04.04.2022^,68.11,1.79,348503.0
LU ^04.04.2022^,67.69,1.47,416347.0
NW ^04.04.2022^,66.98,1.44,43520.0
UR ^04.04.2022^,65.2,0.71,36819.0
JU ^04.04.2022^,64.29,2.79,73709.0
GL ^04.04.2022^,63.47,0.67,40851.0
SG ^04.04.2022^,63.44,0.42,514504.0
TG ^04.04.2022^,62.54,1.88,282909.0
AR ^04.04.2022^,61.76,0.78,55309.0
SZ ^04.04.2022^,60.36,0.9,162157.0
AI ^04.04.2022^,57.15,0.34,16293.0
OW ^04.04.2022^,19.95,43.62,38108.0
all ^04.04.2022^,,,
neighboring_chfl ^04.04.2022^,,,
unknown ^04.04.2022^,,,
