Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^29.03.2022^,73.29,1.09,196735.0
TI ^29.03.2022^,72.3,1.13,350986.0
BL ^29.03.2022^,71.57,1.17,290969.0
NE ^29.03.2022^,71.28,2.66,175894.0
ZH ^29.03.2022^,71.03,0.69,1553423.0
BE ^29.03.2022^,70.43,0.78,1043132.0
VD ^29.03.2022^,70.28,0.76,814762.0
SO ^29.03.2022^,69.96,0.93,277462.0
GR ^29.03.2022^,69.74,1.54,200096.0
GE ^29.03.2022^,69.42,1.61,506343.0
ZG ^29.03.2022^,69.4,0.75,128794.0
FR ^29.03.2022^,69.3,0.86,325496.0
CH ^29.03.2022^,69.12,1.02,8670300.0
SH ^29.03.2022^,69.06,0.99,83107.0
AG ^29.03.2022^,68.8,0.74,694072.0
VS ^29.03.2022^,68.1,1.79,348503.0
LU ^29.03.2022^,67.74,1.45,416347.0
NW ^29.03.2022^,67.58,1.14,43520.0
OW ^29.03.2022^,66.37,4.56,38108.0
UR ^29.03.2022^,65.22,0.69,36819.0
JU ^29.03.2022^,64.28,2.79,73709.0
GL ^29.03.2022^,63.45,0.7,40851.0
SG ^29.03.2022^,63.44,0.41,514504.0
TG ^29.03.2022^,62.53,1.5,282909.0
AR ^29.03.2022^,61.74,0.79,55309.0
SZ ^29.03.2022^,60.35,0.91,162157.0
AI ^29.03.2022^,57.15,0.33,16293.0
all ^29.03.2022^,,,
neighboring_chfl ^29.03.2022^,,,
unknown ^29.03.2022^,,,
