Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^17.03.2022^,73.25,1.11,196735.0
TI ^17.03.2022^,72.27,1.14,350986.0
BL ^17.03.2022^,71.54,1.18,290969.0
NE ^17.03.2022^,71.26,2.67,175894.0
ZH ^17.03.2022^,71.1,0.59,1553423.0
BE ^17.03.2022^,70.48,0.72,1043132.0
VD ^17.03.2022^,70.24,0.78,814762.0
SO ^17.03.2022^,69.95,0.93,277462.0
GR ^17.03.2022^,69.72,1.55,200096.0
GE ^17.03.2022^,69.38,1.62,506343.0
ZG ^17.03.2022^,69.38,0.76,128794.0
FR ^17.03.2022^,69.32,0.82,325496.0
CH ^17.03.2022^,69.13,1.0,8670300.0
SH ^17.03.2022^,69.04,1.01,83107.0
AG ^17.03.2022^,68.79,0.74,694072.0
VS ^17.03.2022^,68.1,1.81,348503.0
LU ^17.03.2022^,67.72,1.45,416347.0
NW ^17.03.2022^,67.57,1.14,43520.0
OW ^17.03.2022^,66.28,4.58,38108.0
UR ^17.03.2022^,65.21,0.68,36819.0
JU ^17.03.2022^,64.28,2.78,73709.0
GL ^17.03.2022^,63.43,0.7,40851.0
SG ^17.03.2022^,63.42,0.41,514504.0
TG ^17.03.2022^,62.51,1.5,282909.0
AR ^17.03.2022^,61.73,0.8,55309.0
SZ ^17.03.2022^,60.34,0.9,162157.0
AI ^17.03.2022^,57.15,0.31,16293.0
all ^17.03.2022^,,,
neighboring_chfl ^17.03.2022^,,,
unknown ^17.03.2022^,,,
