date,verabreichte Dosen
2021-01-31,111355.0
2021-02-07,99862.0
2021-02-14,133543.0
2021-02-21,130262.0
2021-02-28,137704.0
2021-03-07,151258.0
2021-03-14,151426.0
2021-03-21,150693.0
2021-03-28,181355.0
2021-04-04,174046.0
2021-04-11,209721.0
2021-04-18,293912.0
2021-04-25,365037.0
2021-05-02,386863.0
2021-05-09,450239.0
2021-05-16,467075.0
2021-05-23,568012.0
2021-05-30,554316.0
2021-06-06,632883.0
2021-06-13,641172.0
2021-06-20,600782.0
2021-06-27,517456.0
2021-07-04,447186.0
2021-07-11,411959.0
2021-07-18,363729.0
2021-07-25,293868.0
2021-08-01,186970.0
2021-08-08,136461.0
2021-08-15,133231.0
2021-08-22,142758.0
2021-08-29,158877.0
2021-09-05,154233.0
2021-09-12,190286.0
2021-09-19,217464.0
2021-09-26,190751.0
