Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^17.02.2022^,72.78,1.44,196735.0
TI ^17.02.2022^,72.05,1.29,350986.0
BL ^17.02.2022^,71.23,1.42,290969.0
NE ^17.02.2022^,71.02,2.84,175894.0
ZH ^17.02.2022^,70.68,0.93,1553423.0
BE ^17.02.2022^,70.09,1.01,1043132.0
VD ^17.02.2022^,69.95,0.89,814762.0
SO ^17.02.2022^,69.55,1.26,277462.0
GR ^17.02.2022^,69.53,1.68,200096.0
FR ^17.02.2022^,69.09,0.96,325496.0
GE ^17.02.2022^,69.07,1.84,506343.0
ZG ^17.02.2022^,68.9,1.16,128794.0
CH ^17.02.2022^,68.75,1.32,8670300.0
SH ^17.02.2022^,68.71,1.26,83107.0
AG ^17.02.2022^,68.45,1.02,694072.0
LU ^17.02.2022^,67.52,1.58,416347.0
NW ^17.02.2022^,67.46,1.21,43520.0
VS ^17.02.2022^,66.29,4.27,348503.0
OW ^17.02.2022^,66.23,4.61,38108.0
UR ^17.02.2022^,65.1,0.76,36819.0
JU ^17.02.2022^,63.84,3.11,73709.0
GL ^17.02.2022^,63.21,0.89,40851.0
SG ^17.02.2022^,63.2,0.57,514504.0
TG ^17.02.2022^,62.3,1.66,282909.0
AR ^17.02.2022^,61.59,0.87,55309.0
SZ ^17.02.2022^,60.14,1.05,162157.0
AI ^17.02.2022^,57.02,0.42,16293.0
all ^17.02.2022^,,,
neighboring_chfl ^17.02.2022^,,,
unknown ^17.02.2022^,,,
