Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^18.10.2021^,65.92,3.14,195844.0
TI ^18.10.2021^,65.31,2.99,351491.0
ZH ^18.10.2021^,65.23,2.47,1539275.0
ZG ^18.10.2021^,64.46,1.82,127642.0
VD ^18.10.2021^,64.34,3.35,805098.0
BL ^18.10.2021^,64.14,3.52,289468.0
FR ^18.10.2021^,63.67,2.86,321783.0
SH ^18.10.2021^,63.06,2.83,82348.0
GR ^18.10.2021^,63.04,4.15,199021.0
SO ^18.10.2021^,62.83,3.26,275247.0
BE ^18.10.2021^,62.64,3.58,1039474.0
GE ^18.10.2021^,62.29,4.37,504128.0
CH ^18.10.2021^,62.25,3.52,8606033.0
AG ^18.10.2021^,61.97,2.79,685845.0
NW ^18.10.2021^,60.75,3.75,43087.0
LU ^18.10.2021^,60.66,3.94,413120.0
VS ^18.10.2021^,59.47,6.7,345525.0
UR ^18.10.2021^,59.31,3.08,36703.0
NE ^18.10.2021^,58.67,10.65,176496.0
JU ^18.10.2021^,57.05,6.15,73584.0
GL ^18.10.2021^,56.71,3.29,40590.0
TG ^18.10.2021^,56.25,3.44,279547.0
SG ^18.10.2021^,56.19,3.22,510734.0
AR ^18.10.2021^,54.98,3.03,55445.0
SZ ^18.10.2021^,54.77,2.76,160480.0
OW ^18.10.2021^,52.55,6.26,37930.0
AI ^18.10.2021^,51.84,2.21,16128.0
all ^18.10.2021^,,,
neighboring_chfl ^18.10.2021^,,,
unknown ^18.10.2021^,,,
